HUC_12,pred,pred_proba,LAT,LONG
101800090606.0,1,0.44706642464802104,41.8964344,-103.8004022
101800090807.0,1,0.20132450139059332,41.8516601,-103.5090067
101800090810.0,1,0.13584208109403126,41.8265803,-103.5970341
101800090905.0,1,0.11262691013732809,41.7028512,-103.2612558
101800091004.0,1,0.12562389554642597,41.4769799,-102.9823894
101800091105.0,1,0.07113774153794027,41.405066,-102.925656
101800091108.0,1,0.15270530934182983,41.2483733,-102.5793782
101800091202.0,1,0.1876772221690324,41.6289233,-102.799248
101800091206.0,1,0.08419930800790959,41.5130258,-102.594446
101800091401.0,1,0.36245801980851616,41.9456003,-103.1686839
101800091704.0,1,0.08499539830349533,41.4567891,-102.2939776
101800091705.0,1,0.16550354892492147,41.4449074,-102.4682415
101800100403.0,1,0.08884529516724235,41.2085402,-105.8578883
101800100610.0,0,0.05268338799449659,41.3635668,-105.755226
101800110401.0,1,0.07598158368664025,41.9136533,-105.1823196
101800110505.0,0,0.03834609981097216,42.187529,-104.6476488
101800110906.0,0,0.03895215310970298,42.0391841,-104.884139
101800120208.0,1,0.09742129141103359,41.6214593,-104.187142
101800120502.0,1,0.08624551623064113,41.7368654,-104.6711729
101800120703.0,1,0.21190551268602306,41.830134,-104.0380588
101800130101.0,1,0.609535561518635,41.6263792,-104.0570731
101800130301.0,1,0.06551660408877456,41.4550556,-103.8701047
101800130307.0,1,0.15328822676206436,41.514259,-103.270502
101800130501.0,1,0.28662740433536754,41.503962,-103.170938
101800130503.0,1,0.27349777846889334,41.5775124,-103.1404213
101800140403.0,1,0.07585145868467698,41.3268045,-101.6811773
101800140703.0,1,0.41404600465070035,41.5483994,-101.1217887
101800140704.0,1,0.6467813159873265,41.4715975,-101.0385075
101900030201.0,0,0.03552644677792146,39.5432366,-104.6202254
101900030503.0,0,0.04037223460098956,40.0646643,-104.6921171
101900030801.0,1,0.0698073945928721,39.8899311,-104.6468306
101900050405.0,0,0.02853659542568467,40.0613243,-105.3120658
101900100201.0,0,0.03790314377967794,39.2279782,-104.4455256
101900100301.0,0,0.03337849611311384,39.3778546,-104.5068737
101900121005.0,1,0.16726953219098045,40.7481871,-103.003342
101900121303.0,1,0.1610500481647465,41.0162648,-102.5246952
101900130409.0,0,0.053235776315832394,40.2461812,-103.5890244
101900140407.0,1,0.07790218896278892,40.5768877,-103.3590874
101900150203.0,0,0.051137893848656524,41.2725109,-104.503804
101900150206.0,1,0.28403011914093246,41.2112576,-104.0328897
101900150304.0,1,0.11667760370380924,41.0031322,-104.1708077
101900150305.0,1,0.1004402597220588,41.0670946,-104.1875922
101900150306.0,1,0.07179868866479401,41.0901928,-104.2720265
101900160503.0,1,0.08689792730501285,41.2732886,-103.0838158
101900160504.0,1,0.21840632283473127,41.205585,-103.0006211
101900160505.0,1,0.44075615015800373,41.2142012,-102.9303857
101900160702.0,1,0.24875813407733982,41.1500965,-102.9603722
101900180302.0,1,0.11722265783321283,41.0154175,-102.1224433
101900180502.0,1,0.11787783021961928,41.1061919,-101.8606753
101900180601.0,0,0.03654161181112745,41.1068553,-101.5155813
101900180603.0,1,0.07134860503509927,41.0468258,-101.305541
102001010108.0,1,0.12556096457543034,41.3174559,-100.766105
